1-marijuana-fgroup,1-marijuana-LG_L1,1-marijuana-LG_L2,1-marijuana-LG_EN,1-marijuana-DT,1-marijuana-SVM,1-marijuana-baseline,1-meth-fgroup,1-meth-LG_L1,1-meth-LG_L2,1-meth-LG_EN,1-meth-DT,1-meth-SVM,1-meth-baseline,2-marijuana-fgroup,2-marijuana-LG_L1,2-marijuana-LG_L2,2-marijuana-LG_EN,2-marijuana-DT,2-marijuana-SVM,2-marijuana-baseline,2-meth-fgroup,2-meth-LG_L1,2-meth-LG_L2,2-meth-LG_EN,2-meth-DT,2-meth-SVM,2-meth-baseline
handpick,0.06060606060606061,0.030303030303030304,0.06060606060606061,0.5151515151515151,0.2727272727272727,0.5151515151515151,handpick,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6060606060606061,0.5454545454545454,0.5454545454545454,handpick,0.7052631578947368,0.7052631578947368,0.7052631578947368,0.6947368421052632,0.7052631578947368,0.7052631578947368,handpick,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5913978494623656,0.6666666666666666,0.6666666666666666
