2-marijuana-fgroup,2-marijuana-GB-AUROC,2-marijuana-GB-recall,2-marijuana-baseline
g12,0.5179723502304149,0.4,0.6391752577319587
g13,0.5456221198156682,0.42857142857142855,0.6391752577319587
g14,0.5341013824884793,0.37142857142857144,0.6391752577319587
