1-marijuana-fgroup,1-marijuana-LG,1-marijuana-DT,1-marijuana-SVM,1-marijuana-baseline,1-meth-fgroup,1-meth-LG,1-meth-DT,1-meth-SVM,1-meth-baseline,2-marijuana-fgroup,2-marijuana-LG,2-marijuana-DT,2-marijuana-SVM,2-marijuana-baseline,2-meth-fgroup,2-meth-LG,2-meth-DT,2-meth-SVM,2-meth-baseline,1+2-marijuana-fgroup,1+2-marijuana-LG,1+2-marijuana-DT,1+2-marijuana-SVM,1+2-marijuana-baseline,1+2-meth-fgroup,1+2-meth-LG,1+2-meth-DT,1+2-meth-SVM,1+2-meth-baseline
g12,0.8181818181818182,0.6363636363636364,0.6363636363636364,0.5151515151515151,g12,0.5142857142857142,0.37142857142857144,0.45714285714285713,0.5428571428571428,g12,0.6052631578947368,0.40789473684210525,0.6710526315789473,0.6842105263157895,g12,0.44,0.6,0.6266666666666667,0.6266666666666667,g12,0.6422018348623854,0.6513761467889908,0.7064220183486238,0.6238532110091743,g12,0.5545454545454546,0.5909090909090909,0.5272727272727272,0.5727272727272728
g13,0.6666666666666666,0.5151515151515151,0.696969696969697,0.5151515151515151,g13,0.37142857142857144,0.2857142857142857,0.3142857142857143,0.5428571428571428,g13,0.631578947368421,0.4605263157894737,0.6710526315789473,0.6842105263157895,g13,0.52,0.5866666666666667,0.6266666666666667,0.6266666666666667,g13,0.6972477064220184,0.6513761467889908,0.7064220183486238,0.6238532110091743,g13,0.5636363636363636,0.5363636363636364,0.509090909090909,0.5727272727272728
g14,0.5151515151515151,0.48484848484848486,0.45454545454545453,0.5151515151515151,g14,0.42857142857142855,0.7142857142857143,0.4,0.5428571428571428,g14,0.5921052631578947,0.5394736842105263,0.6842105263157895,0.6842105263157895,g14,0.5066666666666667,0.56,0.6266666666666667,0.6266666666666667,g14,0.5963302752293578,0.5963302752293578,0.6605504587155964,0.6238532110091743,g14,0.4909090909090909,0.509090909090909,0.5181818181818182,0.5727272727272728
['NDX2_3'],0.06060606060606061,0.7878787878787878,0.7878787878787878,0.5151515151515151,['NDX2_3'],0.5428571428571428,0.8,0.6,0.5428571428571428,['NSX12_4'],0.6578947368421053,0.7105263157894737,0.7105263157894737,0.6842105263157895,['DA2_3'],0.7066666666666667,0.7066666666666667,0.7066666666666667,0.6266666666666667,['ND1'],0.6513761467889908,0.6972477064220184,0.6605504587155964,0.6238532110091743,['NDX12_5'],0.5727272727272728,0.6,0.6,0.5727272727272728
"['NDX2_3', 'NSX8_3']",0.06060606060606061,0.696969696969697,0.5757575757575758,0.5151515151515151,"['NDX2_3', 'NSX7_6']",0.5428571428571428,0.7428571428571429,0.5428571428571428,0.5428571428571428,"['NSX12_4', 'AC7B']",0.6578947368421053,0.7631578947368421,0.7631578947368421,0.6842105263157895,"['DA2_3', 'TB4']",0.68,0.64,0.68,0.6266666666666667,"['ND1', 'ND2']",0.6513761467889908,0.6972477064220184,0.5321100917431193,0.6238532110091743,"['NDX12_5', 'NSX7_6']",0.6272727272727273,0.6454545454545455,0.6454545454545455,0.5727272727272728
"['NDX2_3', 'NSX8_3', 'SC5']",0.0,0.6060606060606061,0.48484848484848486,0.5151515151515151,"['NDX2_3', 'NSX7_6', 'AC12']",0.6,0.7142857142857143,0.6285714285714286,0.5428571428571428,"['NSX12_4', 'AC7B', 'NDX12_3']",0.6578947368421053,0.8026315789473685,0.7631578947368421,0.6842105263157895,"['DA2_3', 'TB4', 'DA1_7']",0.6266666666666667,0.7733333333333333,0.68,0.6266666666666667,"['ND1', 'ND2', 'NDX2_3']",0.6605504587155964,0.5871559633027523,0.6513761467889908,0.6238532110091743,"['NDX12_5', 'NSX7_6', 'NDX8_8']",0.6090909090909091,0.6545454545454545,0.6636363636363637,0.5727272727272728
"['NDX2_3', 'NSX8_3', 'SC5', 'ID4']",0.6666666666666666,0.6666666666666666,0.696969696969697,0.5151515151515151,"['NDX2_3', 'NSX7_6', 'AC12', 'CJ7']",0.7142857142857143,0.7714285714285715,0.7142857142857143,0.5428571428571428,"['NSX12_4', 'AC7B', 'NDX12_3', 'ND1']",0.6973684210526315,0.6973684210526315,0.7105263157894737,0.6842105263157895,"['DA2_3', 'TB4', 'DA1_7', 'NDX4_2']",0.64,0.64,0.72,0.6266666666666667,"['ND1', 'ND2', 'NDX2_3', 'NDX12_3']",0.6330275229357798,0.6330275229357798,0.6238532110091743,0.6238532110091743,"['NDX12_5', 'NSX7_6', 'NDX8_8', 'DA2_3']",0.6272727272727273,0.6454545454545455,0.6181818181818182,0.5727272727272728
"['NDX2_3', 'NSX8_3', 'SC5', 'ID4', 'ID7']",0.6666666666666666,0.6666666666666666,0.696969696969697,0.5151515151515151,"['NDX2_3', 'NSX7_6', 'AC12', 'CJ7', 'NSX7_3']",0.6857142857142857,0.8,0.7428571428571429,0.5428571428571428,"['NSX12_4', 'AC7B', 'NDX12_3', 'ND1', 'NDX8_4']",0.6842105263157895,0.6842105263157895,0.7236842105263158,0.6842105263157895,"['DA2_3', 'TB4', 'DA1_7', 'NDX4_2', 'NDX2_3']",0.64,0.64,0.6933333333333334,0.6266666666666667,"['ND1', 'ND2', 'NDX2_3', 'NDX12_3', 'CJ7']",0.6880733944954128,0.5412844036697247,0.7155963302752294,0.6238532110091743,"['NDX12_5', 'NSX7_6', 'NDX8_8', 'DA2_3', 'NSX10_4']",0.6363636363636364,0.5636363636363636,0.6818181818181818,0.5727272727272728
"['NDX2_3', 'NSX8_3', 'SC5', 'ID4', 'ID7', 'ID8']",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5151515151515151,"['NDX2_3', 'NSX7_6', 'AC12', 'CJ7', 'NSX7_3', 'NSX5_2']",0.6571428571428571,0.7714285714285715,0.6857142857142857,0.5428571428571428,"['NSX12_4', 'AC7B', 'NDX12_3', 'ND1', 'NDX8_4', 'ND2']",0.6447368421052632,0.6842105263157895,0.7105263157894737,0.6842105263157895,"['DA2_3', 'TB4', 'DA1_7', 'NDX4_2', 'NDX2_3', 'NSX11_1']",0.6666666666666666,0.52,0.72,0.6266666666666667,"['ND1', 'ND2', 'NDX2_3', 'NDX12_3', 'CJ7', 'NSX12_4']",0.6880733944954128,0.6238532110091743,0.6972477064220184,0.6238532110091743,"['NDX12_5', 'NSX7_6', 'NDX8_8', 'DA2_3', 'NSX10_4', 'NDX8_3']",0.6363636363636364,0.6272727272727273,0.6090909090909091,0.5727272727272728
"['NDX2_3', 'NSX8_3', 'SC5', 'ID4', 'ID7', 'ID8', 'ID9']",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5151515151515151,"['NDX2_3', 'NSX7_6', 'AC12', 'CJ7', 'NSX7_3', 'NSX5_2', 'n_edges_NS']",0.6857142857142857,0.7142857142857143,0.6285714285714286,0.5428571428571428,"['NSX12_4', 'AC7B', 'NDX12_3', 'ND1', 'NDX8_4', 'ND2', 'OD2']",0.6710526315789473,0.5,0.6578947368421053,0.6842105263157895,"['DA2_3', 'TB4', 'DA1_7', 'NDX4_2', 'NDX2_3', 'NSX11_1', 'NDX12_5']",0.6266666666666667,0.5466666666666666,0.7066666666666667,0.6266666666666667,"['ND1', 'ND2', 'NDX2_3', 'NDX12_3', 'CJ7', 'NSX12_4', 'NDX8_4']",0.6880733944954128,0.6422018348623854,0.6880733944954128,0.6238532110091743,"['NDX12_5', 'NSX7_6', 'NDX8_8', 'DA2_3', 'NSX10_4', 'NDX8_3', 'ND7']",0.6545454545454545,0.5909090909090909,0.6272727272727273,0.5727272727272728
